model_name,task,feature,class_name,native_importance,signed_coefficient,permutation_importance_mean,permutation_importance_std
logistic_regression,direction_classification,acc_mag_iqr,,0.30639985646469897,,0.06360286007344833,0.025464113159309982
logistic_regression,direction_classification,acc_mag_iqr,forward,0.2598712290538353,-0.2598712290538353,,
logistic_regression,direction_classification,acc_mag_iqr,backward,0.19972855564321354,-0.19972855564321354,,
logistic_regression,direction_classification,acc_mag_iqr,lateral,0.459599784697048,0.459599784697048,,
logistic_regression,direction_classification,gyro_mag_mean,,0.5461587422554663,,0.05790960449783984,0.00987942975504773
logistic_regression,direction_classification,gyro_mag_mean,forward,0.7097029179409517,-0.7097029179409517,,
logistic_regression,direction_classification,gyro_mag_mean,backward,0.8192381133831985,0.8192381133831985,,
logistic_regression,direction_classification,gyro_mag_mean,lateral,0.10953519544224877,-0.10953519544224877,,
logistic_regression,direction_classification,gyro_mag_std,,0.1454901067067306,,0.009362482158790385,0.01392000716625944
logistic_regression,direction_classification,gyro_mag_std,forward,0.13628289529365817,0.13628289529365817,,
logistic_regression,direction_classification,gyro_mag_std,backward,0.0819522647664383,0.0819522647664383,,
logistic_regression,direction_classification,gyro_mag_std,lateral,0.21823516006009536,-0.21823516006009536,,
logistic_regression,direction_classification,gyro_mag_min,,0.3714214192226604,,0.04784962494174481,0.010937101664355665
logistic_regression,direction_classification,gyro_mag_min,forward,0.557132128833989,-0.557132128833989,,
logistic_regression,direction_classification,gyro_mag_min,backward,0.27717716406296006,0.27717716406296006,,
logistic_regression,direction_classification,gyro_mag_min,lateral,0.27995496477103216,0.27995496477103216,,
logistic_regression,direction_classification,gyro_mag_max,,0.16508289232771348,,0.03566362834297374,0.007350199545950672
logistic_regression,direction_classification,gyro_mag_max,forward,0.025496881058091544,-0.025496881058091544,,
logistic_regression,direction_classification,gyro_mag_max,backward,0.22212745743347967,-0.22212745743347967,,
logistic_regression,direction_classification,gyro_mag_max,lateral,0.24762433849156917,0.24762433849156917,,
logistic_regression,direction_classification,gyro_mag_p95,,0.7177768656467226,,0.13827331816018157,0.03869539079916076
logistic_regression,direction_classification,gyro_mag_p95,forward,0.451162162085552,-0.451162162085552,,
logistic_regression,direction_classification,gyro_mag_p95,backward,0.6255031363845337,-0.6255031363845337,,
logistic_regression,direction_classification,gyro_mag_p95,lateral,1.0766652984700822,1.0766652984700822,,
logistic_regression,direction_classification,gyro_mag_range,,0.16467339592755578,,0.035646493371393806,0.012032823234828738
logistic_regression,direction_classification,gyro_mag_range,forward,0.02023109742693219,0.02023109742693219,,
logistic_regression,direction_classification,gyro_mag_range,backward,0.24701009389133388,-0.24701009389133388,,
logistic_regression,direction_classification,gyro_mag_range,lateral,0.22677899646440122,0.22677899646440122,,
logistic_regression,direction_classification,gyro_mag_median,,0.18763105451156656,,0.015176318477212281,0.013901483426091838
logistic_regression,direction_classification,gyro_mag_median,forward,0.28144658176734894,-0.28144658176734894,,
logistic_regression,direction_classification,gyro_mag_median,backward,0.11314414525249145,0.11314414525249145,,
logistic_regression,direction_classification,gyro_mag_median,lateral,0.16830243651485927,0.16830243651485927,,
logistic_regression,direction_classification,gyro_mag_iqr,,0.2626789763129169,,0.03627791050701268,0.012551294188603866
logistic_regression,direction_classification,gyro_mag_iqr,forward,0.2958645142858953,-0.2958645142858953,,
logistic_regression,direction_classification,gyro_mag_iqr,backward,0.39401846446937544,0.39401846446937544,,
logistic_regression,direction_classification,gyro_mag_iqr,lateral,0.09815395018348011,-0.09815395018348011,,
logistic_regression,direction_classification,jerk_mean,,0.17702556878350773,,0.03225835108188051,0.02618270311517891
logistic_regression,direction_classification,jerk_mean,forward,0.2655383531752618,-0.2655383531752618,,
